Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
49,Travel_Frequently,105,Research & Development,33,3,Medical,1,1900,4,Female,52,1,4,Manager,4,Divorced,18376,2193,3,Y,No,7,2,1,80,1,25,6,4,23,17,5,8
45,Travel_Rarely,221,Research & Development,1,4,Life Sciences,1,1903,1,Male,101,4,2,Healthcare Representative,1,Married,5285,12173,2,Y,No,5,5,4,80,2,11,8,3,3,0,3,3
37,Travel_Rarely,369,Sales,17,2,Marketing,1,1908,1,Male,36,1,2,Sales Executive,2,Married,5782,18504,2,Y,No,5,4,1,80,2,13,3,1,5,2,2,4
42,Travel_Rarely,345,Sales,12,3,Marketing,1,1909,1,Female,55,3,2,Sales Executive,4,Divorced,4613,27512,5,Y,No,5,4,1,80,1,15,4,3,6,4,2,5
43,Travel_Rarely,1954,Research & Development,6,3,Medical,1,1911,4,Male,116,3,5,Research Director,3,Married,14015,20779,9,Y,No,5,4,4,80,1,19,6,4,14,7,6,8
32,Travel_Rarely,1187,Sales,5,2,Medical,1,1912,3,Female,95,3,2,Sales Executive,2,Divorced,7702,22127,2,Y,Yes,17,2,4,80,1,9,5,3,6,2,2,5
35,Travel_Rarely,809,Sales,3,1,Medical,1,1915,5,Female,83,4,2,Sales Executive,2,Divorced,9237,18145,3,Y,No,14,3,3,80,0,10,3,2,5,2,1,2
32,Travel_Rarely,471,Research & Development,4,3,Medical,1,1916,1,Female,62,4,1,Laboratory Technician,2,Divorced,4177,16031,8,Y,No,5,3,2,80,1,5,0,2,3,2,3,3
27,Travel_Frequently,1151,Research & Development,6,3,Other,1,1918,4,Male,64,4,1,Laboratory Technician,2,Married,2900,7457,0,Y,No,14,4,1,80,1,9,3,3,8,7,8,8
46,Travel_Frequently,1362,Research & Development,2,4,Medical,1,1922,4,Male,46,3,2,Healthcare Representative,3,Single,6317,15237,4,Y,No,17,3,1,80,0,13,6,1,5,2,1,4
34,Travel_Rarely,195,Sales,5,4,Marketing,1,1924,1,Male,39,3,2,Sales Executive,2,Single,6091,9369,1,Y,No,11,3,2,80,0,11,2,1,11,4,1,10
29,Travel_Frequently,705,Sales,1,2,Life Sciences,1,1927,1,Male,38,2,2,Sales Executive,4,Divorced,7176,17330,1,Y,No,5,3,2,80,1,8,2,3,8,7,1,8
40,Non-Travel,1501,Sales,16,4,Life Sciences,1,1929,1,Female,38,1,4,Sales Executive,4,Married,7055,4784,6,Y,No,23,5,1,80,2,11,1,3,4,2,2,3
28,Travel_Rarely,1489,Research & Development,1,4,Technical Degree,1,1931,1,Male,45,4,1,Research Scientist,2,Married,2337,6680,1,Y,No,5,4,4,80,1,7,1,2,6,3,2,3
35,Travel_Frequently,882,Research & Development,33,4,Other,1,1932,1,Male,103,2,3,Research Director,2,Married,7069,31795,1,Y,Yes,23,4,2,80,0,17,3,1,16,0,0,12
48,Non-Travel,1198,Research & Development,14,4,Technical Degree,1,1934,4,Male,66,3,2,Research Scientist,1,Married,6396,2178,8,Y,No,17,2,4,80,1,17,4,1,9,7,2,8
57,Travel_Rarely,1587,Sales,11,5,Marketing,1,1935,4,Female,98,1,2,Sales Executive,1,Married,5649,22361,4,Y,No,5,4,4,80,1,7,3,3,1,0,1,1
40,Travel_Rarely,954,Research & Development,9,2,Medical,1,1936,4,Male,96,3,2,Manufacturing Director,0,Married,5872,13547,1,Y,No,14,3,5,80,1,11,4,3,11,0,8,10
39,Travel_Frequently,1812,Research & Development,8,3,Medical,1,1937,4,Female,75,2,3,Research Director,1,Divorced,2581,23550,1,Y,Yes,21,5,4,80,1,21,3,1,21,0,0,8
59,Travel_Rarely,605,Sales,21,3,Life Sciences,1,1938,2,Female,72,3,4,Manager,2,Married,19841,11761,4,Y,Yes,11,2,2,80,1,30,0,1,2,0,1,1
39,Travel_Rarely,1568,Research & Development,9,2,Life Sciences,1,1940,4,Male,92,1,3,Research Director,4,Divorced,5725,18581,2,Y,No,20,4,4,80,2,11,1,5,6,0,0,4
50,Travel_Frequently,1170,Research & Development,2,1,Life Sciences,1,1941,2,Male,46,3,5,Research Director,2,Married,22035,15112,3,Y,No,15,4,4,80,0,29,0,3,6,4,5,4
43,Travel_Rarely,440,Sales,12,4,Marketing,1,1943,2,Male,81,3,2,Sales Executive,5,Married,5952,3045,3,Y,Yes,17,3,1,80,2,15,7,3,1,0,1,1
36,Travel_Rarely,716,Sales,27,4,Medical,1,1945,4,Male,75,3,2,Sales Executive,0,Married,5839,16774,0,Y,No,5,4,2,80,1,7,2,1,6,3,1,5
29,Non-Travel,1434,Research & Development,16,3,Medical,1,1947,3,Male,64,1,3,Research Director,4,Single,2251,2759,1,Y,Yes,5,4,3,80,0,6,3,2,6,0,0,0
32,Non-Travel,1366,Research & Development,3,2,Medical,1,1948,4,Male,67,3,3,Research Director,3,Divorced,3770,5593,1,Y,Yes,23,4,4,80,1,5,0,4,5,0,0,0
37,Non-Travel,1385,Research & Development,9,4,Life Sciences,1,1949,1,Male,68,4,1,Laboratory Technician,4,Divorced,3288,9469,1,Y,No,17,4,1,80,0,6,3,3,6,4,1,3
35,Travel_Rarely,1218,Sales,1,3,Marketing,1,1950,1,Male,42,3,3,Sales Executive,2,Single,11866,8801,1,Y,No,20,2,1,80,0,15,6,2,15,8,3,2
35,Travel_Rarely,1270,Sales,13,4,Medical,1,1951,5,Male,40,3,3,Sales Executive,1,Divorced,9059,23487,1,Y,No,5,2,4,80,1,10,2,2,9,7,2,2
27,Travel_Rarely,161,Research & Development,1,3,Medical,1,1952,1,Male,97,3,1,Laboratory Technician,1,Single,3297,20506,0,Y,No,15,3,5,80,0,9,5,2,8,7,8,7
30,Travel_Rarely,150,Research & Development,1,3,Life Sciences,1,1954,0,Male,98,3,2,Healthcare Representative,1,Married,5642,6848,0,Y,No,5,4,1,80,1,7,5,2,6,3,1,3
33,Non-Travel,1261,Research & Development,15,4,Medical,1,1955,1,Female,37,3,2,Healthcare Representative,2,Divorced,7800,18196,5,Y,Yes,17,3,4,80,1,10,3,3,6,1,2,0
32,Travel_Frequently,1181,Research & Development,1,3,Life Sciences,1,1956,5,Male,50,1,2,Research Scientist,1,Married,5854,6060,1,Y,No,17,4,1,80,0,11,4,3,11,8,9,8
39,Travel_Rarely,1966,Sales,1,3,Life Sciences,1,1961,2,Male,83,2,2,Manager,3,Single,3001,16062,4,Y,No,5,5,1,80,0,21,6,2,2,0,0,1
36,Travel_Rarely,1346,Sales,7,4,Life Sciences,1,1962,1,Female,61,1,2,Sales Executive,2,Married,5464,14945,1,Y,Yes,5,2,5,80,0,11,5,3,11,8,1,10
28,Travel_Rarely,1145,Sales,9,3,Marketing,1,1965,4,Male,53,3,4,Sales Executive,2,Single,5049,6119,1,Y,No,23,2,1,80,0,8,8,3,8,7,1,8
33,Travel_Rarely,1510,Research & Development,3,4,Life Sciences,1,1966,4,Male,62,2,2,Manufacturing Director,5,Single,11034,11152,8,Y,No,14,2,1,80,0,9,1,3,2,0,1,0
55,Travel_Rarely,140,Research & Development,9,2,Life Sciences,1,1969,1,Female,60,1,2,Research Scientist,1,Married,3042,20227,3,Y,No,5,3,1,80,2,10,6,2,5,3,3,4
34,Travel_Frequently,1303,Research & Development,7,2,Life Sciences,1,1970,3,Male,36,3,2,Healthcare Representative,3,Divorced,6266,18079,1,Y,Yes,5,3,1,80,3,10,5,4,10,7,3,9
44,Travel_Rarely,631,Research & Development,11,3,Life Sciences,1,1971,1,Male,33,3,3,Healthcare Representative,4,Divorced,7886,18560,1,Y,No,5,4,1,80,1,11,3,3,11,9,1,10
39,Travel_Frequently,1588,Human Resources,1,4,Other,1,1972,1,Male,97,3,1,Human Resources,4,Married,3440,5746,0,Y,Yes,15,4,4,80,1,8,2,4,7,2,2,3
56,Travel_Rarely,194,Human Resources,26,4,Human Resources,1,1973,3,Male,73,4,5,Manager,1,Married,22974,26456,4,Y,Yes,17,4,4,80,1,36,-1,1,11,9,2,5
32,Travel_Rarely,1340,Research & Development,1,1,Medical,1,1974,5,Female,62,1,1,Laboratory Technician,5,Divorced,1321,18413,1,Y,Yes,17,2,1,80,3,2,6,3,2,0,1,1
40,Travel_Rarely,131,Sales,8,4,Marketing,1,1975,4,Male,85,3,4,Sales Executive,0,Single,15209,27608,0,Y,No,14,3,1,80,0,22,6,4,21,8,12,11
43,Non-Travel,343,Research & Development,23,2,Life Sciences,1,1976,4,Male,38,1,2,Research Scientist,1,Single,4549,15181,1,Y,No,5,4,4,80,0,21,2,3,21,9,4,0
32,Non-Travel,732,Research & Development,10,3,Medical,1,1979,4,Female,42,3,3,Research Director,4,Married,11583,28205,4,Y,No,5,4,1,80,1,14,1,4,12,7,5,9
55,Travel_Rarely,165,Research & Development,10,3,Medical,1,1980,3,Female,81,1,2,Manufacturing Director,1,Single,5195,26458,6,Y,No,17,2,1,80,0,10,3,4,6,2,2,5
25,Travel_Rarely,694,Research & Development,1,2,Life Sciences,1,1981,2,Male,41,2,2,Healthcare Representative,3,Single,5125,12708,1,Y,No,11,2,1,80,0,5,2,4,5,3,2,3
24,Travel_Rarely,799,Research & Development,12,2,Other,1,1982,4,Male,109,3,1,Laboratory Technician,2,Single,2779,19141,1,Y,No,5,5,4,80,0,6,6,4,6,2,2,5
41,Travel_Frequently,692,Research & Development,11,3,Technical Degree,1,1985,4,Female,73,3,2,Laboratory Technician,1,Married,6639,26849,1,Y,No,5,2,1,80,1,11,2,4,11,9,10,5
41,Travel_Rarely,466,Sales,3,2,Marketing,1,1986,4,Female,97,3,2,Sales Executive,2,Divorced,6642,4471,3,Y,No,17,2,3,80,1,16,7,3,12,8,6,11
26,Travel_Rarely,324,Human Resources,2,3,Human Resources,1,1987,3,Female,86,1,1,Human Resources,4,Married,2559,20638,4,Y,No,17,2,1,80,0,7,1,1,3,0,2,3
31,Travel_Rarely,957,Research & Development,1,2,Medical,1,1989,5,Male,80,1,1,Laboratory Technician,1,Married,4273,4281,1,Y,No,14,2,1,80,0,13,6,2,13,8,2,0
26,Travel_Rarely,1075,Research & Development,2,1,Other,1,1992,4,Male,63,3,1,Laboratory Technician,1,Divorced,4534,8028,6,Y,Yes,14,4,1,80,1,8,5,2,3,2,1,3
48,Travel_Rarely,1534,Research & Development,25,3,Medical,1,1993,3,Male,109,3,5,Healthcare Representative,1,Single,10446,17009,2,Y,No,21,2,1,80,0,26,6,3,18,14,13,0
34,Non-Travel,1707,Research & Development,1,2,Medical,1,1994,1,Male,77,1,1,Laboratory Technician,4,Divorced,2108,26571,1,Y,No,5,4,1,80,3,2,5,2,2,1,1,0
39,Travel_Rarely,1354,Sales,1,4,Life Sciences,1,1995,4,Male,88,3,2,Sales Executive,1,Divorced,4662,7827,0,Y,No,5,3,1,80,2,17,2,3,16,13,6,9
32,Travel_Rarely,1616,Sales,2,2,Life Sciences,1,1996,2,Male,76,1,2,Manager,1,Divorced,3680,8950,0,Y,Yes,20,5,4,80,2,4,1,3,3,0,0,3
39,Travel_Frequently,610,Research & Development,9,4,Life Sciences,1,1997,2,Male,86,1,2,Manufacturing Director,1,Married,6438,17141,2,Y,No,21,4,4,80,1,11,1,3,9,3,8,8
43,Travel_Rarely,613,Research & Development,18,4,Life Sciences,1,1998,4,Male,39,3,2,Research Scientist,1,Divorced,6330,12308,6,Y,Yes,17,3,1,80,1,10,3,2,5,3,2,3
42,Travel_Rarely,706,Research & Development,1,3,Life Sciences,1,1999,5,Male,84,3,1,Research Scientist,4,Married,3199,23553,3,Y,No,15,3,1,80,1,13,1,1,6,3,2,1
48,Non-Travel,1220,Research & Development,1,1,Medical,1,2000,4,Female,103,1,3,Research Director,1,Divorced,13990,18093,0,Y,No,17,2,0,80,2,15,3,1,14,8,6,13
36,Travel_Rarely,1937,Research & Development,22,4,Medical,1,2003,4,Male,56,3,1,Laboratory Technician,4,Married,3192,26302,7,Y,Yes,20,2,4,80,1,6,3,1,3,2,3,3
23,Travel_Rarely,596,Research & Development,1,2,Life Sciences,1,2007,5,Male,65,3,1,Research Scientist,1,Single,3881,18065,0,Y,No,15,4,5,80,0,5,5,1,4,2,2,3
36,Travel_Rarely,1953,Research & Development,14,4,Medical,1,2008,4,Male,67,3,3,Research Director,4,Single,6271,26177,1,Y,No,23,2,2,80,0,11,5,3,11,0,0,9
34,Travel_Rarely,651,Research & Development,23,2,Medical,1,2009,4,Female,124,3,2,Healthcare Representative,4,Married,6000,28149,0,Y,Yes,23,5,3,80,1,11,9,1,10,7,9,2
33,Travel_Rarely,267,Research & Development,29,4,Life Sciences,1,2010,1,Female,49,2,1,Laboratory Technician,1,Single,2979,15919,1,Y,No,5,2,3,80,0,7,1,3,7,2,5,2
41,Travel_Rarely,557,Research & Development,1,4,Life Sciences,1,2012,1,Male,85,3,1,Laboratory Technician,5,Married,2815,4162,8,Y,No,17,3,3,80,2,9,3,1,2,0,1,1
33,Travel_Rarely,257,Sales,1,4,Medical,1,2013,4,Male,75,2,1,Sales Representative,1,Married,2655,19826,0,Y,No,17,3,1,80,1,4,3,3,3,2,3,0
40,Travel_Rarely,128,Research & Development,48,1,Life Sciences,1,2014,1,Male,57,1,2,Research Scientist,4,Single,4724,5874,7,Y,No,15,2,1,80,0,19,2,3,8,7,2,8
39,Travel_Rarely,211,Research & Development,10,3,Medical,1,2015,1,Female,104,1,3,Research Director,3,Married,15451,3545,3,Y,Yes,17,4,4,80,1,21,3,3,19,16,2,12
33,Travel_Rarely,881,Sales,1,4,Marketing,1,2016,1,Female,53,3,3,Sales Executive,4,Married,10943,26435,1,Y,No,5,3,4,80,2,15,6,3,15,10,6,8
38,Travel_Rarely,169,Research & Development,10,3,Life Sciences,1,2017,3,Female,44,4,3,Research Director,1,Married,15806,16245,1,Y,No,15,2,4,80,1,17,2,4,17,11,7,0
26,Travel_Rarely,1451,Sales,16,2,Other,1,2018,4,Female,89,3,2,Sales Executive,1,Divorced,5152,14368,0,Y,Yes,5,2,2,80,1,7,3,1,6,3,1,5
53,Non-Travel,644,Sales,22,4,Life Sciences,1,2019,1,Male,44,3,1,Sales Representative,5,Divorced,4074,21767,2,Y,No,17,3,1,80,2,17,2,4,10,8,1,1
45,Travel_Rarely,1089,Research & Development,1,3,Medical,1,2020,1,Male,44,3,1,Research Scientist,4,Single,2777,14093,6,Y,Yes,14,4,4,80,0,7,1,3,5,3,2,3
22,Travel_Rarely,451,Sales,8,1,Medical,1,2021,1,Male,52,3,1,Sales Representative,1,Single,2499,22931,1,Y,Yes,5,3,2,80,0,3,6,3,3,2,2,3
40,Non-Travel,108,Research & Development,9,3,Life Sciences,1,2022,4,Male,89,1,5,Manager,4,Single,20403,15685,2,Y,No,5,2,3,80,0,22,3,2,7,0,2,4
37,Travel_Rarely,571,Sales,3,3,Medical,1,2024,0,Female,96,2,3,Sales Executive,5,Married,8026,13012,0,Y,No,5,3,4,80,2,11,2,1,10,7,4,5
37,Travel_Frequently,963,Research & Development,4,2,Life Sciences,1,2025,4,Female,136,3,2,Manufacturing Director,2,Divorced,5388,12869,7,Y,No,5,2,4,80,3,19,0,3,5,2,1,3
57,Non-Travel,700,Research & Development,1,4,Life Sciences,1,2026,1,Male,60,4,2,Healthcare Representative,1,Married,7378,27548,1,Y,Yes,17,3,4,80,1,14,5,1,14,12,2,10
43,Travel_Rarely,420,Research & Development,2,3,Life Sciences,1,2031,1,Male,78,3,5,Manager,1,Married,23222,24237,5,Y,No,23,4,1,80,0,25,5,2,23,6,5,15
42,Travel_Rarely,524,Research & Development,28,4,Life Sciences,1,2034,1,Female,54,2,4,Manufacturing Director,1,Married,14520,5076,0,Y,No,7,2,3,80,1,22,0,3,21,7,1,11
35,Travel_Rarely,739,Sales,28,3,Marketing,1,2035,4,Female,100,2,2,Sales Executive,1,Married,7719,9427,1,Y,No,15,2,5,80,2,9,5,1,9,7,2,8
37,Non-Travel,309,Sales,15,4,Marketing,1,2036,2,Male,90,4,2,Sales Executive,5,Divorced,5676,10697,1,Y,No,5,2,4,80,1,16,1,2,16,12,12,12
42,Travel_Rarely,953,Sales,3,3,Life Sciences,1,2037,4,Male,58,1,2,Sales Executive,1,Divorced,10457,12533,2,Y,No,17,2,1,80,1,15,2,4,6,4,1,5
33,Travel_Rarely,542,Research & Development,2,3,Technical Degree,1,2038,2,Male,80,3,1,Research Scientist,1,Single,2805,11570,1,Y,Yes,15,3,2,80,0,5,4,4,5,2,2,3
36,Travel_Rarely,1604,Human Resources,26,4,Life Sciences,1,2040,4,Female,43,3,3,Human Resources,4,Single,9279,23299,1,Y,No,5,4,1,80,0,10,-1,3,10,0,2,8
39,Travel_Rarely,449,Sales,10,2,Life Sciences,1,2041,2,Female,130,3,4,Sales Executive,2,Married,5610,7777,1,Y,No,5,2,4,80,1,11,1,3,11,7,2,10
37,Travel_Rarely,1148,Sales,11,4,Marketing,1,2045,1,Female,102,4,2,Sales Executive,5,Married,7650,14728,4,Y,Yes,15,2,1,80,1,9,3,1,7,3,1,1
46,Travel_Rarely,383,Sales,20,3,Life Sciences,1,2046,2,Female,51,3,2,Sales Executive,1,Single,5578,23916,8,Y,Yes,15,4,1,80,0,9,3,3,6,3,1,0
41,Travel_Rarely,1355,Research & Development,3,4,Life Sciences,1,2048,1,Male,53,2,1,Research Scientist,4,Single,3230,2793,2,Y,No,15,3,5,80,0,9,1,3,3,2,3,3
36,Travel_Frequently,1079,Research & Development,18,4,Life Sciences,1,2049,3,Male,72,3,2,Healthcare Representative,1,Married,6315,22135,1,Y,Yes,11,2,3,80,2,11,2,4,11,2,1,0
41,Travel_Rarely,1075,Research & Development,1,4,Medical,1,2051,1,Female,88,3,1,Research Scientist,1,Married,2221,11294,2,Y,No,11,3,1,80,3,21,0,3,6,3,1,3
36,Travel_Rarely,316,Research & Development,1,4,Life Sciences,1,2052,4,Female,68,1,1,Research Scientist,1,Married,3126,9847,1,Y,Yes,5,2,1,80,1,5,5,3,5,3,2,2
30,Travel_Rarely,1516,Research & Development,13,2,Other,1,2053,5,Male,51,4,2,Laboratory Technician,1,Married,4709,26047,4,Y,Yes,17,4,1,80,1,11,5,4,5,3,1,4
30,Travel_Rarely,480,Research & Development,28,4,Medical,1,2054,5,Female,75,1,1,Research Scientist,1,Single,4428,8701,1,Y,No,17,3,2,80,0,6,4,1,6,4,1,5
40,Travel_Rarely,939,Sales,36,1,Marketing,1,2056,1,Female,78,2,4,Sales Executive,4,Married,14437,11476,0,Y,No,20,2,3,80,1,22,5,2,21,9,10,7
32,Non-Travel,341,Research & Development,3,3,Medical,1,2057,4,Male,78,1,2,Manufacturing Director,1,Single,10433,3976,0,Y,No,5,3,1,80,0,11,-1,3,10,4,2,0
27,Travel_Rarely,1196,Sales,10,3,Other,1,2060,4,Female,31,4,1,Sales Representative,1,Single,3411,21912,0,Y,No,15,2,5,80,0,6,5,3,5,2,1,1
37,Travel_Frequently,928,Research & Development,17,2,Medical,1,2061,1,Male,43,5,2,Laboratory Technician,2,Married,2931,12905,4,Y,No,14,4,4,80,1,18,3,3,6,2,1,4
40,Travel_Rarely,552,Research & Development,3,1,Medical,1,2062,2,Male,38,2,3,Healthcare Representative,1,Married,10690,19311,4,Y,No,7,2,1,80,1,10,5,1,8,7,2,8
28,Travel_Rarely,202,Research & Development,4,3,Life Sciences,1,2064,1,Male,113,4,2,Manufacturing Director,1,Married,7370,6726,1,Y,Yes,20,5,4,80,1,7,0,3,7,2,1,4
50,Travel_Frequently,1023,Sales,2,3,Medical,1,2065,4,Male,63,2,2,Sales Executive,1,Married,5983,13243,2,Y,No,11,3,3,80,0,18,3,2,10,6,1,9
35,Travel_Rarely,691,Research & Development,8,3,Medical,1,2068,4,Male,90,4,2,Laboratory Technician,3,Married,5065,11251,2,Y,Yes,15,3,4,80,0,7,2,4,5,3,2,3
34,Non-Travel,1256,Sales,17,4,Marketing,1,2069,2,Male,56,2,2,Sales Executive,1,Single,6210,8951,0,Y,No,15,2,1,80,1,7,2,3,0,0,0,0
41,Travel_Rarely,1222,Research & Development,1,2,Medical,1,2070,2,Male,67,3,2,Manufacturing Director,1,Single,11398,21222,9,Y,No,17,3,4,80,0,7,5,2,0,0,0,0
33,Travel_Rarely,1505,Sales,6,3,Medical,1,2071,1,Male,122,3,1,Sales Representative,1,Divorced,2484,3397,1,Y,No,5,3,1,80,1,11,4,1,0,0,0,0
29,Travel_Rarely,654,Research & Development,24,5,Medical,1,2072,1,Male,77,3,1,Research Scientist,2,Divorced,5927,16558,1,Y,No,5,3,1,80,0,6,1,3,0,0,0,0
41,Travel_Rarely,187,Research & Development,2,3,Other,1,2073,4,Female,84,2,1,Laboratory Technician,3,Single,3529,11332,1,Y,No,11,3,4,80,1,22,6,3,0,0,0,0
44,Travel_Rarely,191,Sales,2,1,Life Sciences,1,2074,4,Male,129,3,3,Sales Executive,4,Married,3780,10958,3,Y,Yes,14,3,1,80,1,26,6,4,0,0,0,0
37,Travel_Rarely,1483,Research & Development,18,3,Medical,1,2075,4,Female,130,1,1,Laboratory Technician,2,Married,24124,36907,1,Y,No,5,3,1,80,2,16,1,3,0,0,0,0
33,Non-Travel,250,Research & Development,1,5,Life Sciences,1,2076,2,Male,36,4,1,Laboratory Technician,1,Married,8800,7882,8,Y,No,15,2,2,80,1,9,5,1,0,0,0,0
42,Travel_Rarely,1520,Human Resources,9,1,Medical,1,2077,1,Female,56,3,1,Human Resources,4,Married,15318,12324,3,Y,No,5,4,1,80,1,13,4,2,0,0,0,0
34,Travel_Rarely,274,Sales,18,5,Medical,1,2078,2,Male,57,3,5,Manager,5,Single,7102,13766,4,Y,Yes,5,4,4,80,1,10,6,2,0,0,0,0
35,Travel_Frequently,1474,Sales,17,3,Marketing,1,2079,5,Female,98,3,3,Sales Executive,4,Divorced,21032,19361,3,Y,Yes,5,2,1,80,1,11,6,4,0,0,0,0
28,Travel_Rarely,782,Research & Development,18,3,Life Sciences,1,2080,5,Female,89,4,2,Manufacturing Director,4,Married,5899,3454,1,Y,No,14,2,5,80,1,6,4,3,0,0,0,0
35,Travel_Rarely,862,Sales,1,4,Life Sciences,1,2081,2,Male,47,1,4,Sales Executive,1,Married,2700,23882,4,Y,No,5,2,3,80,2,11,7,2,0,0,0,0
46,Travel_Rarely,343,Research & Development,2,2,Life Sciences,1,2082,2,Female,38,2,1,Research Scientist,2,Married,4549,15181,3,Y,No,5,2,1,80,1,27,2,1,0,0,0,0
25,Travel_Rarely,481,Research & Development,11,3,Medical,1,2083,2,Male,78,1,1,Research Scientist,3,Married,3721,8959,1,Y,No,17,3,1,80,2,6,4,1,0,0,0,0
35,Travel_Rarely,286,Research & Development,3,4,Life Sciences,1,2084,4,Male,63,2,3,Healthcare Representative,4,Married,5387,25530,2,Y,No,17,3,1,80,1,6,5,3,0,0,0,0
39,Travel_Rarely,1567,Research & Development,3,5,Technical Degree,1,2085,1,Female,64,2,1,Laboratory Technician,1,Married,10838,27869,9,Y,No,15,2,4,80,1,15,0,3,0,0,0,0
25,Travel_Rarely,963,Research & Development,13,4,Medical,1,2086,1,Male,41,2,5,Research Director,1,Single,18815,18914,1,Y,No,11,3,2,80,0,2,4,2,0,0,0,0
37,Travel_Rarely,1468,Research & Development,8,4,Medical,1,2087,1,Male,101,3,1,Research Scientist,2,Married,2468,25839,7,Y,No,5,4,1,80,0,16,3,3,0,0,0,0
36,Travel_Rarely,1381,Sales,6,1,Medical,1,2088,1,Female,75,3,1,Sales Representative,2,Married,13795,20055,0,Y,No,14,2,1,80,3,18,4,3,0,0,0,0
37,Travel_Rarely,930,Sales,3,2,Marketing,1,2089,4,Male,74,3,3,Sales Executive,5,Divorced,11299,19239,4,Y,No,17,2,3,80,0,12,4,1,0,0,0,0
45,Travel_Rarely,808,Sales,1,3,Marketing,1,2090,2,Male,37,3,2,Sales Executive,4,Married,2286,8526,4,Y,No,23,4,2,80,0,18,5,3,0,0,0,0
23,Travel_Rarely,693,Research & Development,20,4,Medical,1,2091,0,Female,74,1,1,Laboratory Technician,1,Divorced,12700,9407,1,Y,No,17,4,2,80,1,3,4,3,0,0,0,0
43,Travel_Rarely,1806,Research & Development,2,4,Medical,1,2092,4,Female,66,2,3,Manufacturing Director,1,Divorced,12275,13254,3,Y,No,5,3,1,80,2,15,4,3,0,0,0,0
34,Travel_Rarely,1616,Sales,5,3,Marketing,1,2093,1,Male,56,4,2,Sales Executive,1,Single,2372,6097,4,Y,No,17,3,4,80,1,8,1,2,0,0,0,0
23,Travel_Frequently,1065,Research & Development,8,3,Life Sciences,1,2094,1,Female,62,1,5,Research Director,1,Married,6406,34206,0,Y,No,5,2,3,80,0,4,3,5,0,0,0,0
33,Travel_Rarely,1455,Research & Development,10,2,Life Sciences,1,2095,2,Female,33,5,2,Healthcare Representative,2,Divorced,22047,22470,4,Y,No,5,2,1,80,1,11,3,3,0,0,0,0
28,Travel_Frequently,1486,Research & Development,8,4,Life Sciences,1,2096,1,Male,88,4,2,Research Scientist,5,Married,6149,8161,1,Y,No,20,2,2,80,1,7,0,3,0,0,0,0
40,Non-Travel,1151,Research & Development,5,4,Life Sciences,1,2097,1,Male,64,3,2,Healthcare Representative,4,Single,2900,7457,0,Y,Yes,14,2,1,80,1,12,1,1,0,0,0,0
28,Travel_Rarely,872,Research & Development,5,4,Medical,1,2098,1,Female,47,1,2,Laboratory Technician,1,Single,5933,22431,8,Y,Yes,21,5,3,80,1,6,6,3,0,0,0,0
33,Travel_Rarely,1157,Research & Development,10,1,Medical,1,2099,3,Female,51,3,1,Research Scientist,2,Single,3211,13364,1,Y,No,5,4,4,80,1,10,1,3,0,0,0,0
46,Travel_Rarely,1077,Sales,29,4,Life Sciences,1,2100,1,Male,99,3,2,Sales Executive,1,Divorced,4562,4819,9,Y,No,14,4,4,80,0,23,5,4,0,0,0,0
44,Travel_Rarely,844,Research & Development,5,4,Medical,1,2101,1,Male,71,1,1,Research Scientist,4,Divorced,2645,11058,4,Y,No,5,3,4,80,1,9,3,1,0,0,0,0
60,Travel_Rarely,240,Research & Development,6,2,Life Sciences,1,2102,1,Female,71,4,2,Healthcare Representative,3,Married,2251,12273,9,Y,No,17,2,3,80,1,31,7,4,0,0,0,0
41,Travel_Rarely,737,Research & Development,2,1,Life Sciences,1,2103,1,Male,105,3,1,Research Scientist,4,Divorced,2681,8721,0,Y,Yes,5,4,4,80,1,23,3,4,0,0,0,0
38,Non-Travel,1050,Research & Development,1,2,Medical,1,2104,1,Male,66,1,3,Research Director,1,Divorced,4670,15047,0,Y,Yes,5,3,1,80,3,7,5,2,0,0,0,0
47,Travel_Rarely,1356,Sales,4,3,Life Sciences,1,2105,2,Female,103,2,3,Sales Executive,4,Divorced,2661,6853,2,Y,No,17,3,1,80,3,13,0,2,0,0,0,0
38,Non-Travel,1155,Sales,3,2,Life Sciences,1,2106,1,Male,56,2,2,Sales Executive,1,Married,5713,9627,4,Y,No,15,4,1,80,1,17,3,3,0,0,0,0
41,Travel_Frequently,1279,Research & Development,5,1,Other,1,2107,1,Female,55,1,1,Laboratory Technician,4,Married,22460,8624,2,Y,No,11,3,4,80,2,19,2,2,0,0,0,0
26,Travel_Rarely,1860,Research & Development,3,4,Life Sciences,1,2108,1,Male,125,1,4,Manager,1,Married,2701,20042,3,Y,No,23,2,2,80,0,8,3,2,0,0,0,0
