EmployeeNumber,Attrition,Age,DistanceFromHome,MonthlyIncome,PercentSalaryHike,TrainingTimesLastYear,RatioYearsPerCompany,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,Department_Human Resources,Department_Research & Development,Department_Sales,EducationField_Human Resources,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Healthcare Representative,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Gender,OverTime
581,0,31,9,10648,25,6,6.5,13,8,0,8,1,1,3,3,3,2,4,4,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
582,1,33,15,13610,12,2,1.875,7,6,7,7,1,1,2,3,3,3,3,4,0,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
584,1,33,10,3408,13,2,1,4,3,1,3,1,1,1,1,1,4,3,1,3,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
585,0,30,7,2983,14,3,4,3,2,1,2,1,1,4,3,1,2,3,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
586,0,35,16,7632,12,2,2,8,7,0,0,1,3,4,3,3,3,3,3,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
587,1,31,20,9824,12,2,3,1,0,0,0,2,3,1,3,3,3,3,1,0,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
590,1,34,23,9950,15,2,1.1,3,2,0,2,2,3,2,3,3,1,3,3,3,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
591,0,42,5,2093,17,4,1.6,2,2,2,0,2,2,2,3,1,3,3,4,1,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
592,0,36,10,9980,14,3,5,10,3,9,7,0,4,2,3,3,4,3,4,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
593,1,22,4,3894,16,3,0.666666667,2,2,1,2,2,1,3,2,1,3,3,3,0,3,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
595,0,48,2,4051,14,2,4.666666667,9,7,6,7,1,5,2,3,2,4,3,1,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
597,0,55,18,16835,23,2,9.25,10,9,7,7,1,5,1,3,4,2,4,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
599,0,41,10,6230,14,3,2,14,3,1,10,0,2,4,3,2,4,3,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
600,0,35,1,4717,11,2,1.5,11,9,6,9,1,3,2,3,2,3,3,3,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
601,0,40,6,13237,15,3,2.75,20,6,5,13,1,3,2,3,4,3,3,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
602,0,39,8,3755,11,3,4,8,3,0,7,2,1,3,3,1,3,3,1,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
604,0,31,2,6582,13,2,2,6,5,0,5,1,1,2,3,2,4,3,3,0,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
605,0,42,24,7406,21,5,5,10,9,5,8,1,3,4,3,3,1,4,4,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
606,0,45,2,4805,19,3,9,8,7,3,7,1,3,4,3,2,2,3,2,1,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
608,1,26,17,2741,11,2,8,7,7,1,0,2,4,2,3,1,3,3,2,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
611,0,29,19,4262,12,2,1.6,3,2,1,2,1,3,4,3,2,4,3,2,2,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
612,0,33,1,16184,19,2,2,6,1,0,5,1,5,1,4,4,3,3,3,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
613,0,31,7,11557,21,3,1,5,4,0,1,1,3,3,2,3,4,4,3,1,2,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
614,1,18,5,1878,14,3,0,0,0,0,0,2,3,2,3,1,2,3,4,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
615,0,40,28,10932,15,2,5,1,0,0,1,0,3,3,1,3,1,3,3,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
616,0,41,2,6811,17,3,3.333333333,8,7,0,7,0,4,1,2,2,3,3,1,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
618,0,26,29,4306,12,5,1.333333333,0,0,0,0,1,2,1,3,2,3,3,1,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
620,0,35,1,4859,16,3,2.5,5,4,0,3,1,3,1,3,2,3,3,4,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
621,0,34,21,5337,12,3,5,10,7,5,7,1,4,4,4,2,4,3,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
622,1,26,24,2340,18,3,0.5,1,0,0,0,1,3,3,1,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1
623,0,37,1,7491,17,3,2.4,6,5,1,2,1,3,2,3,3,4,3,4,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
624,0,46,18,10527,11,3,4.666666667,2,2,1,2,2,1,1,3,3,3,3,4,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
625,0,41,2,16595,16,2,2.75,18,16,11,8,1,5,2,3,4,1,3,2,1,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
626,0,37,9,8834,13,6,4.5,9,5,7,7,0,4,1,3,3,2,3,4,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
630,0,52,6,5577,12,3,4.5,10,9,6,9,1,2,4,3,2,1,3,2,2,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
631,1,32,11,4707,12,2,0.666666667,4,2,1,2,0,4,4,4,2,3,3,4,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
632,0,24,24,2400,13,3,3,2,2,2,1,2,3,4,3,1,4,3,3,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
634,0,38,10,9824,19,4,4.5,1,0,0,0,1,3,3,3,2,3,3,3,1,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
635,0,37,1,6447,12,2,1.142857143,6,5,4,3,1,4,2,3,2,2,3,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
638,0,49,18,19502,17,5,15.5,31,9,0,9,1,4,4,2,5,3,3,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
639,0,24,23,2725,11,3,3,6,5,1,4,1,3,2,4,1,4,3,2,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
641,0,26,28,6272,20,5,3,5,3,1,4,1,2,1,3,2,2,4,4,2,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
643,0,24,17,2127,21,2,0.5,1,0,0,0,1,2,4,2,1,2,4,4,1,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
644,0,50,3,18200,11,2,16,32,5,10,7,2,3,1,3,5,2,3,3,1,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
645,0,25,13,2096,11,1,3.5,7,4,0,6,1,1,2,3,1,3,3,3,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
647,1,24,7,2886,16,4,3,6,3,1,2,2,3,1,3,1,3,3,4,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
648,1,30,12,2033,18,2,0.5,1,0,0,0,2,4,2,2,1,1,3,3,1,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
649,0,34,1,3622,13,3,3,6,5,1,3,1,2,2,2,1,4,3,4,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
650,1,31,13,4233,17,2,3,3,1,1,2,1,4,2,3,2,1,3,3,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
652,0,35,25,3681,14,3,1.8,3,2,0,2,1,2,1,2,2,4,3,4,0,3,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
653,0,31,6,5460,22,4,2.6,7,7,5,7,1,4,1,4,2,4,4,4,2,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
655,0,27,6,2187,12,5,6,5,3,0,3,1,4,1,2,1,3,3,3,2,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
656,0,37,2,9602,11,3,3.4,3,0,1,0,1,3,4,3,2,3,3,3,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
657,0,20,1,2836,13,0,0.5,1,0,0,0,1,3,4,2,1,2,3,4,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
659,0,42,2,4089,13,4,5,10,2,2,2,1,4,3,3,2,4,3,2,2,3,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
661,0,43,6,16627,14,3,4.2,1,0,0,0,1,4,2,2,4,4,3,3,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
662,0,38,1,2619,17,3,2,0,0,0,0,1,1,3,3,1,1,3,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
663,0,43,9,5679,13,3,2.5,8,7,4,7,2,5,4,3,2,3,3,2,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
664,0,48,1,15402,11,3,2.625,3,2,0,2,1,4,4,2,4,1,3,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
665,0,44,1,5985,11,1,2,2,2,0,2,1,4,1,2,2,3,3,2,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
666,0,34,14,2579,18,3,4,8,2,0,6,1,3,3,3,1,3,3,4,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1
667,1,27,2,3041,11,3,5,4,3,0,2,1,1,3,3,1,1,3,2,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
669,0,21,22,3447,11,2,1.5,3,2,1,2,1,1,3,3,1,3,3,3,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
671,0,44,3,19513,12,2,5.2,2,2,0,1,1,4,4,3,5,4,3,1,1,4,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
675,0,22,6,2773,20,3,3,2,2,2,2,1,1,1,3,1,3,4,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
677,0,33,8,7104,12,3,6,5,0,1,2,1,4,3,3,2,3,3,4,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
679,0,32,9,6322,12,2,3,6,4,0,5,1,4,1,3,2,4,3,4,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
680,0,30,3,2083,20,2,0.5,1,0,0,0,2,3,3,3,1,3,4,3,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
682,0,53,1,8381,20,2,2.25,14,7,8,10,1,1,4,3,2,1,4,4,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
683,0,34,1,2691,12,4,5,10,9,8,8,1,5,2,3,1,4,3,4,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
684,1,45,26,4286,14,4,1.666666667,1,1,0,0,2,4,1,3,2,1,3,4,2,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
686,0,26,6,2659,13,2,1.5,3,2,0,2,1,3,3,3,1,4,3,3,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
689,0,37,3,9434,15,2,5,10,7,7,8,1,3,3,3,3,3,3,3,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
690,0,29,3,5561,14,5,3,6,0,1,2,1,2,2,3,2,3,3,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
691,0,35,6,6646,13,3,8.5,17,11,11,8,1,4,2,1,2,4,3,2,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
692,0,33,6,7725,23,2,3.75,13,11,4,7,2,3,3,3,2,4,4,3,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
698,0,54,19,10725,15,1,5.333333333,9,7,7,1,1,4,3,3,3,2,3,3,1,4,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
699,0,36,9,8847,11,2,4.333333333,3,2,0,2,1,2,2,2,2,2,3,3,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
700,0,27,3,2045,13,0,5,4,2,1,1,1,4,1,2,1,4,3,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
701,1,20,10,1009,11,5,0.5,1,0,1,1,1,1,4,3,1,3,3,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
702,1,33,3,3348,11,3,5,10,8,9,7,2,3,1,3,1,1,3,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
704,0,35,3,1281,18,3,0.5,1,0,0,0,0,3,3,2,1,3,3,3,2,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
705,0,23,4,2819,16,3,1.666666667,3,2,0,2,1,3,1,4,1,1,3,1,1,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
707,0,25,8,4851,22,4,4,3,2,1,2,1,3,4,4,2,2,4,3,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
709,0,38,7,4028,20,2,8,7,7,0,5,1,4,4,2,2,4,4,1,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
710,0,29,1,2720,18,5,5,10,7,2,8,2,4,2,1,1,4,3,4,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
712,0,48,2,8120,12,3,3,2,2,2,2,1,1,2,4,2,2,3,4,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
714,0,27,3,4647,20,3,3,6,5,0,4,2,1,4,4,2,4,4,2,2,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
715,0,37,10,4680,17,2,1,1,0,0,0,1,2,4,4,1,4,3,1,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
716,0,50,28,3221,11,3,10,20,8,3,8,1,1,4,4,1,3,3,3,3,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
717,0,34,9,8621,14,3,4.5,8,7,7,7,1,3,4,2,3,2,3,2,0,4,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
720,1,24,3,4577,14,3,0.4,2,2,2,0,1,2,1,3,2,3,3,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
721,0,39,2,4553,11,4,10,20,7,11,10,1,4,4,2,2,3,3,1,0,3,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0
722,0,32,10,5396,12,2,5,10,7,0,8,1,3,4,3,2,4,3,4,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
723,1,50,8,6796,14,4,4.5,4,3,1,3,2,2,2,3,2,3,3,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
724,0,38,1,7625,13,4,10,9,7,1,8,1,4,2,4,2,4,3,3,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
725,0,27,1,7412,11,3,4.5,9,7,0,7,1,2,3,3,3,1,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
727,0,32,3,11159,15,6,2.5,7,7,7,7,1,2,3,3,3,4,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
728,0,47,14,4960,12,2,6.666666667,7,7,1,7,1,4,4,3,2,1,3,4,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
729,0,40,5,10475,21,2,3.333333333,18,13,1,12,2,4,4,2,3,1,4,3,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
730,0,53,7,14814,19,3,8,5,1,1,3,1,3,3,4,4,3,3,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
731,0,41,10,19141,15,2,5.75,21,6,12,6,1,4,2,2,5,4,3,2,3,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
732,0,60,16,5405,14,1,1.111111111,2,2,2,2,1,4,1,3,2,1,3,4,0,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
733,0,27,10,8793,21,4,4.5,9,7,1,7,2,2,4,3,3,1,4,3,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
734,0,41,1,19189,12,3,11,22,7,2,10,1,3,4,2,5,3,3,2,1,3,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
738,0,50,8,3875,15,2,0.5,2,2,2,2,1,4,4,3,1,2,3,4,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
741,1,28,1,2216,13,4,1.25,7,7,3,7,1,2,1,1,1,2,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
742,0,36,8,11713,14,2,1,8,7,0,5,0,3,1,4,3,1,3,1,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
743,0,38,1,7861,14,4,2,1,0,0,0,1,3,3,3,3,3,3,4,0,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
744,0,44,24,3708,14,5,3,5,2,1,4,0,3,1,1,1,3,3,3,0,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
746,0,47,3,13770,12,2,2.8,22,2,11,13,2,3,4,3,4,3,3,4,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
747,0,30,27,5304,23,2,1.25,8,7,7,7,1,5,3,3,2,4,4,4,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
749,0,29,10,2642,11,6,0.5,1,0,0,0,1,3,3,3,1,3,3,3,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
752,1,42,19,2759,12,2,1,2,2,2,2,2,3,3,4,1,3,3,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
754,0,43,15,6804,18,5,1.75,2,2,2,2,2,3,4,2,2,4,3,3,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
757,0,34,8,6142,11,2,2.5,5,1,4,3,1,2,2,3,2,3,3,4,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
758,0,23,9,2500,14,2,2.5,4,3,0,2,1,1,2,3,1,1,3,4,1,4,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
760,0,39,3,6389,15,3,1.2,8,3,3,6,1,3,3,4,2,2,3,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
762,0,56,9,11103,11,1,3.75,10,7,1,1,1,3,3,3,4,4,3,3,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
763,0,40,2,2342,20,2,5,4,2,2,3,1,1,4,2,1,4,4,4,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
764,0,27,7,6811,19,2,1,7,6,0,7,1,3,4,2,2,1,3,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
766,0,29,10,2297,14,2,1,2,2,2,2,1,3,4,3,1,2,3,4,2,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
769,0,53,6,2450,17,4,6.333333333,2,2,2,2,1,3,4,3,2,4,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
771,0,35,2,5093,11,2,5.333333333,1,0,0,0,0,4,4,3,2,1,3,1,1,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
772,0,32,24,5309,15,2,5,10,8,4,7,2,4,1,3,2,4,3,4,2,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
773,0,38,2,3057,13,0,0.857142857,1,0,0,1,1,5,4,3,1,3,3,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
775,0,34,8,5121,14,3,1.75,0,0,0,0,1,5,2,3,2,1,3,3,1,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
776,0,52,3,16856,11,3,17,34,6,1,16,1,4,3,2,4,1,3,1,0,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
780,1,33,1,2686,13,2,5,10,9,7,8,1,4,4,3,1,4,3,3,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
781,0,25,26,6180,23,5,3,6,5,1,4,1,1,3,3,2,4,4,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
783,0,45,2,6632,13,3,9,8,7,3,1,1,2,2,1,2,3,3,1,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
784,0,23,10,3505,18,3,1,2,2,0,2,1,1,1,4,1,3,3,4,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
785,1,47,27,6397,12,2,1.6,5,4,1,3,2,2,2,4,2,3,3,4,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
786,0,34,2,6274,22,5,3,6,5,1,4,1,3,4,3,2,4,4,3,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
787,1,55,2,19859,13,2,4,5,2,1,4,1,3,4,3,5,1,3,4,1,3,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
789,0,36,8,7587,15,1,5,10,7,0,9,0,4,1,2,3,1,3,2,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
791,0,52,19,4258,18,3,5,4,3,1,2,0,4,4,3,1,4,3,1,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
792,0,26,1,4364,14,2,1.25,2,2,2,0,2,2,1,1,1,4,3,1,1,3,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
793,0,29,27,4335,12,3,2.2,8,7,1,1,1,3,2,3,2,3,3,1,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
796,1,26,8,5326,17,2,0.857142857,4,3,1,2,1,3,4,2,2,1,3,3,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
797,0,34,1,3280,16,2,3.333333333,4,2,1,3,1,4,2,4,1,4,3,3,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
799,0,54,19,5485,11,4,0.9,5,3,1,4,1,4,4,3,2,1,3,2,2,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
800,0,27,8,4342,19,3,5,4,2,1,1,2,1,3,3,2,4,3,2,1,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
802,0,37,10,2782,13,3,6,5,3,4,3,1,1,4,3,1,1,3,2,2,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
803,0,38,2,5980,12,2,2.428571429,15,7,4,12,2,4,1,4,2,1,3,4,0,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
804,0,34,2,4381,11,3,3,6,5,1,3,1,4,3,2,1,1,3,3,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
